neighbourhood_group,neighbourhood,room_type,price,availability_365
Manhattan,Upper West Side,Entire home_apt,115,89
Brooklyn,Williamsburg,Entire home_apt,90,76
Manhattan,Upper West Side,Entire home_apt,118,157
Queens,Rego Park,Private room,65,38
Queens,Rego Park,Private room,65,0
Manhattan,Hell's Kitchen,Entire home_apt,300,11
Brooklyn,Fort Greene,Private room,70,0
Manhattan,Hell's Kitchen,Private room,250,0
Queens,Maspeth,Private room,35,179
Manhattan,Washington Heights,Entire home_apt,125,342
Manhattan,West Village,Entire home_apt,150,0
Queens,Jamaica,Private room,50,0
Manhattan,Upper East Side,Entire home_apt,120,0
Manhattan,Lower East Side,Entire home_apt,125,0
Brooklyn,Williamsburg,Entire home_apt,200,0
Manhattan,Washington Heights,Entire home_apt,250,228
Bronx,Allerton,Private room,142,48
Manhattan,Chelsea,Entire home_apt,249,230
Brooklyn,Bedford-Stuyvesant,Shared room,60,342
Bronx,Allerton,Private room,142,57
Manhattan,East Village,Entire home_apt,179,12
Queens,Arverne,Entire home_apt,140,70
Manhattan,Midtown,Entire home_apt,465,142
Brooklyn,Midwood,Entire home_apt,80,0
Brooklyn,Bushwick,Entire home_apt,65,0
Manhattan,Midtown,Private room,300,0
Brooklyn,Williamsburg,Private room,90,0
Brooklyn,Greenpoint,Entire home_apt,180,0
Brooklyn,South Slope,Private room,56,57
Bronx,Pelham Gardens,Entire home_apt,99,337
Brooklyn,Williamsburg,Private room,70,220
Queens,Long Island City,Entire home_apt,285,172
Queens,Bayswater,Private room,82,172
Bronx,Allerton,Private room,142,48
Brooklyn,Prospect-Lefferts Gardens,Entire home_apt,100,57
Bronx,Allerton,Private room,142,57
Brooklyn,Williamsburg,Entire home_apt,125,0
Manhattan,Lower East Side,Entire home_apt,900,0
Queens,Corona,Private room,40,24
Manhattan,Harlem,Entire home_apt,120,0
Manhattan,East Village,Entire home_apt,199,0
Brooklyn,Bedford-Stuyvesant,Private room,60,129
Manhattan,Greenwich Village,Entire home_apt,200,129
Brooklyn,Bedford-Stuyvesant,Private room,55,0
Brooklyn,Bushwick,Entire home_apt,150,88
Brooklyn,Williamsburg,Private room,110,66
Manhattan,Inwood,Private room,53,0
Brooklyn,Crown Heights,Entire home_apt,150,62
Manhattan,Inwood,Private room,35,0
Bronx,Morris Heights,Entire home_apt,149,0
Manhattan,Hell's Kitchen,Entire home_apt,190,0
Manhattan,Upper East Side,Private room,143,0
Brooklyn,Bushwick,Private room,57,348
Manhattan,East Harlem,Private room,59,126
Manhattan,East Village,Entire home_apt,299,0
Queens,Sunnyside,Private room,70,339
Queens,Jackson Heights,Private room,49,89
Queens,Ditmars Steinway,Private room,68,53
Brooklyn,Park Slope,Entire home_apt,120,4
Brooklyn,Columbia St,Entire home_apt,135,13
Manhattan,East Village,Private room,80,0
Brooklyn,Greenpoint,Private room,80,55
Brooklyn,Windsor Terrace,Entire home_apt,150,0
Manhattan,Midtown,Private room,90,70
Manhattan,Kips Bay,Entire home_apt,150,0
Queens,Long Island City,Entire home_apt,197,232
Manhattan,Midtown,Private room,181,0
Brooklyn,Williamsburg,Entire home_apt,180,0
Queens,Long Island City,Private room,178,0
Manhattan,Upper West Side,Private room,76,19
Manhattan,Harlem,Entire home_apt,139,96
Queens,Astoria,Private room,51,151
Brooklyn,Prospect-Lefferts Gardens,Private room,50,0
Brooklyn,Clinton Hill,Private room,55,0
Manhattan,Harlem,Entire home_apt,250,0
Brooklyn,Williamsburg,Private room,55,36
Brooklyn,Park Slope,Private room,80,294
Queens,Astoria,Private room,51,167
Manhattan,Harlem,Private room,69,4
Manhattan,Chelsea,Entire home_apt,255,0
Manhattan,Harlem,Private room,150,364
Manhattan,Harlem,Private room,85,180
Manhattan,Harlem,Entire home_apt,300,353
Manhattan,Upper West Side,Private room,52,11
Brooklyn,Midwood,Entire home_apt,70,0
Manhattan,Upper West Side,Private room,76,16
Bronx,Claremont Village,Private room,150,363
Manhattan,Harlem,Private room,63,16
Staten Island,Clifton,Entire home_apt,100,312
Manhattan,Chinatown,Private room,55,0
Manhattan,Harlem,Private room,90,353
Manhattan,Washington Heights,Entire home_apt,110,0
Queens,Woodside,Private room,48,238
Manhattan,Midtown,Private room,250,5
Manhattan,Upper West Side,Private room,66,0
Queens,Elmhurst,Private room,130,358
Brooklyn,Flatbush,Entire home_apt,65,0
Brooklyn,Fort Greene,Entire home_apt,133,307
Queens,Richmond Hill,Entire home_apt,100,0
Manhattan,Washington Heights,Private room,30,0
Brooklyn,Bedford-Stuyvesant,Private room,75,17
Brooklyn,Downtown Brooklyn,Private room,85,0
Brooklyn,East Flatbush,Entire home_apt,125,48
Brooklyn,Greenpoint,Entire home_apt,137,0
Manhattan,Inwood,Entire home_apt,100,0
Brooklyn,Prospect-Lefferts Gardens,Entire home_apt,125,0
Manhattan,Battery Park City,Entire home_apt,91,47
Bronx,Parkchester,Private room,26,311
Brooklyn,Bedford-Stuyvesant,Private room,66,0
Bronx,Throgs Neck,Private room,60,35
Manhattan,Greenwich Village,Private room,150,20
Manhattan,Lower East Side,Entire home_apt,222,0
Brooklyn,Bedford-Stuyvesant,Entire home_apt,148,102
Manhattan,Upper West Side,Entire home_apt,225,330
Brooklyn,Williamsburg,Entire home_apt,200,103
Queens,Flushing,Private room,60,0
Brooklyn,Bushwick,Private room,45,20
Bronx,Pelham Gardens,Entire home_apt,102,349
Manhattan,Chelsea,Private room,50,358
Manhattan,Chinatown,Private room,100,333
Manhattan,Harlem,Entire home_apt,250,0
Brooklyn,Bushwick,Private room,44,4
Manhattan,Hell's Kitchen,Entire home_apt,130,0
Brooklyn,Bushwick,Private room,55,0
Brooklyn,Bushwick,Entire home_apt,78,6
Queens,Elmhurst,Entire home_apt,165,242
Manhattan,Nolita,Private room,84,0
Manhattan,Washington Heights,Entire home_apt,90,6
Brooklyn,Fort Greene,Private room,150,0
Manhattan,Midtown,Entire home_apt,500,114
Brooklyn,Bushwick,Private room,75,70
Queens,Jamaica,Private room,44,314
Brooklyn,Williamsburg,Private room,75,0
Manhattan,Upper East Side,Private room,120,354
Manhattan,Upper East Side,Private room,120,351
Manhattan,Upper East Side,Private room,110,358
Brooklyn,Red Hook,Private room,125,45
Brooklyn,East New York,Shared room,25,50
Manhattan,East Village,Private room,89,160
Manhattan,Lower East Side,Private room,81,61
Queens,Flushing,Private room,60,0
Manhattan,Morningside Heights,Entire home_apt,95,0
Manhattan,Hell's Kitchen,Private room,75,348
Manhattan,Hell's Kitchen,Private room,80,329
Queens,Flushing,Entire home_apt,159,58
Queens,Sunnyside,Private room,80,346
Brooklyn,Boerum Hill,Entire home_apt,165,0
Queens,Ridgewood,Entire home_apt,170,10
Brooklyn,Williamsburg,Private room,69,30
Manhattan,East Village,Entire home_apt,140,101
Queens,Woodside,Private room,39,0
Brooklyn,Bedford-Stuyvesant,Private room,50,0
Brooklyn,Bushwick,Entire home_apt,135,15
Manhattan,East Harlem,Entire home_apt,120,6
Queens,Sunnyside,Private room,39,0
Queens,Ridgewood,Private room,69,16
Brooklyn,Bedford-Stuyvesant,Private room,65,361
Brooklyn,Greenpoint,Private room,25,0
Brooklyn,Prospect Heights,Entire home_apt,120,9
Manhattan,Financial District,Entire home_apt,128,136
Manhattan,Upper East Side,Entire home_apt,125,4
Brooklyn,Bushwick,Private room,65,48
Brooklyn,Sunset Park,Entire home_apt,172,133
Brooklyn,Bedford-Stuyvesant,Entire home_apt,150,84
Queens,Breezy Point,Private room,195,160
Brooklyn,Gowanus,Private room,60,54
Brooklyn,Sunset Park,Entire home_apt,330,174
Manhattan,Upper West Side,Entire home_apt,195,3
Queens,Elmhurst,Entire home_apt,60,40
Manhattan,Hell's Kitchen,Entire home_apt,220,0
Manhattan,East Village,Private room,110,89
Manhattan,Chinatown,Entire home_apt,154,113
Brooklyn,Gravesend,Entire home_apt,76,323
Manhattan,Washington Heights,Private room,70,0
Brooklyn,Prospect Heights,Entire home_apt,220,0
Queens,Jackson Heights,Private room,55,136
Brooklyn,Gowanus,Entire home_apt,55,0
Manhattan,Chelsea,Entire home_apt,270,46
Manhattan,Upper East Side,Entire home_apt,99,2
Brooklyn,Bushwick,Entire home_apt,95,0
Brooklyn,Bedford-Stuyvesant,Private room,118,285
Manhattan,Harlem,Private room,80,13
Queens,Flushing,Entire home_apt,60,15
Brooklyn,Williamsburg,Private room,20,1
Brooklyn,Gowanus,Private room,70,0
Brooklyn,Bedford-Stuyvesant,Shared room,33,85
Brooklyn,Bedford-Stuyvesant,Shared room,30,85
Brooklyn,Carroll Gardens,Private room,98,73
Brooklyn,Bedford-Stuyvesant,Private room,70,334
Queens,Rego Park,Entire home_apt,110,332
Brooklyn,Sunset Park,Private room,55,0
Brooklyn,Bedford-Stuyvesant,Shared room,40,332
Manhattan,Gramercy,Entire home_apt,189,312
Brooklyn,Bedford-Stuyvesant,Shared room,36,365
Brooklyn,Bedford-Stuyvesant,Private room,65,348
Brooklyn,Bedford-Stuyvesant,Private room,49,73
Brooklyn,Gowanus,Private room,52,13
Brooklyn,Bedford-Stuyvesant,Entire home_apt,97,62
Brooklyn,Bedford-Stuyvesant,Private room,80,154
Manhattan,Upper East Side,Entire home_apt,189,365
Brooklyn,Bedford-Stuyvesant,Shared room,35,346
Brooklyn,Bedford-Stuyvesant,Shared room,36,361
Brooklyn,Flatbush,Entire home_apt,150,52
Brooklyn,Bushwick,Entire home_apt,100,0
Brooklyn,Bedford-Stuyvesant,Private room,60,217
Manhattan,Flatiron District,Private room,179,331
Bronx,Allerton,Private room,34,0
Manhattan,West Village,Entire home_apt,200,67
Brooklyn,Bedford-Stuyvesant,Private room,123,251
Brooklyn,Clinton Hill,Entire home_apt,80,0
Brooklyn,Red Hook,Entire home_apt,90,107
Queens,East Elmhurst,Private room,40,351
Manhattan,West Village,Entire home_apt,490,179
Brooklyn,Borough Park,Entire home_apt,70,0
Brooklyn,Carroll Gardens,Entire home_apt,188,19
Brooklyn,Williamsburg,Private room,69,15
Brooklyn,Williamsburg,Entire home_apt,289,60
Brooklyn,Williamsburg,Private room,130,86
Brooklyn,Prospect Heights,Private room,75,0
Queens,Sunnyside,Shared room,79,0
Manhattan,Harlem,Private room,100,351
Manhattan,Financial District,Private room,995,365
Queens,Astoria,Entire home_apt,150,121
Brooklyn,Bedford-Stuyvesant,Shared room,21,78
Brooklyn,Brighton Beach,Entire home_apt,68,0
Brooklyn,Williamsburg,Private room,135,5
Manhattan,Murray Hill,Entire home_apt,145,43
Queens,Woodhaven,Private room,45,50
Brooklyn,Bushwick,Private room,50,250
Queens,Flushing,Private room,60,46
Queens,Flushing,Private room,49,46
Queens,Flushing,Private room,40,15
Brooklyn,Williamsburg,Private room,62,26
Manhattan,Harlem,Entire home_apt,345,37
Queens,Sunnyside,Private room,80,309
Brooklyn,Crown Heights,Entire home_apt,90,2
Queens,Sunnyside,Private room,60,336
Bronx,University Heights,Entire home_apt,150,191
Brooklyn,Bushwick,Private room,68,139
Manhattan,Upper West Side,Private room,150,0
Brooklyn,Williamsburg,Entire home_apt,120,230
Manhattan,Midtown,Private room,70,90
Manhattan,West Village,Entire home_apt,200,0
Manhattan,Nolita,Private room,109,0
Queens,Ditmars Steinway,Entire home_apt,74,41
Manhattan,East Village,Private room,125,118
Manhattan,Nolita,Private room,109,0
Brooklyn,Clinton Hill,Entire home_apt,120,13
Brooklyn,Bedford-Stuyvesant,Private room,65,328
Brooklyn,Bushwick,Private room,47,106
Manhattan,Nolita,Private room,120,78
Manhattan,Hell's Kitchen,Private room,110,187
Manhattan,Hell's Kitchen,Private room,110,251
Manhattan,Hell's Kitchen,Private room,115,194
Manhattan,Hell's Kitchen,Private room,105,241
Manhattan,Upper West Side,Entire home_apt,119,0
Bronx,Edenwald,Entire home_apt,42,32
Brooklyn,Williamsburg,Private room,65,5
Brooklyn,Bedford-Stuyvesant,Private room,54,13
Manhattan,West Village,Entire home_apt,325,0
Brooklyn,Sunset Park,Entire home_apt,265,0
Brooklyn,Kensington,Private room,95,85
Manhattan,Greenwich Village,Entire home_apt,199,0
Brooklyn,Williamsburg,Entire home_apt,125,59
Manhattan,East Village,Entire home_apt,174,5
Queens,Queens Village,Private room,50,348
Brooklyn,Crown Heights,Entire home_apt,140,7
Brooklyn,Bedford-Stuyvesant,Private room,95,244
Brooklyn,Bushwick,Entire home_apt,120,3
Brooklyn,Sunset Park,Private room,39,224
Brooklyn,Bedford-Stuyvesant,Private room,75,71
Brooklyn,Sunset Park,Private room,65,186
Brooklyn,Sunset Park,Private room,58,232
Brooklyn,Red Hook,Entire home_apt,100,6
Brooklyn,Williamsburg,Private room,73,249
Brooklyn,Sunset Park,Private room,65,262
Brooklyn,Sunset Park,Private room,57,222
Brooklyn,Bushwick,Private room,60,0
Brooklyn,Bedford-Stuyvesant,Private room,65,362
Brooklyn,Bedford-Stuyvesant,Private room,100,109
Brooklyn,Clinton Hill,Private room,185,347
Brooklyn,Clinton Hill,Private room,65,365
Brooklyn,Clinton Hill,Private room,70,347
Manhattan,East Village,Private room,130,32
Brooklyn,Bedford-Stuyvesant,Private room,60,318
Manhattan,Harlem,Entire home_apt,102,293
Queens,Jamaica,Entire home_apt,100,0
Brooklyn,Bedford-Stuyvesant,Private room,170,167
Brooklyn,Bedford-Stuyvesant,Private room,65,365
Brooklyn,Cypress Hills,Private room,30,0
Brooklyn,Bedford-Stuyvesant,Private room,60,0
Brooklyn,Bedford-Stuyvesant,Private room,65,365
Brooklyn,Bedford-Stuyvesant,Private room,90,320
Brooklyn,Bedford-Stuyvesant,Private room,65,354
Manhattan,Hell's Kitchen,Private room,50,238
Bronx,Morrisania,Private room,150,0
Brooklyn,Crown Heights,Entire home_apt,142,219
Brooklyn,Prospect-Lefferts Gardens,Entire home_apt,80,0
Manhattan,Chelsea,Private room,92,125
Brooklyn,Bushwick,Private room,70,11
Brooklyn,Williamsburg,Entire home_apt,275,0
Manhattan,Midtown,Entire home_apt,157,0
Queens,Bayswater,Private room,120,169
Brooklyn,Brighton Beach,Shared room,100,85
Manhattan,Nolita,Private room,94,0
Manhattan,East Village,Private room,88,227
Manhattan,East Village,Private room,56,0
Queens,Long Island City,Private room,55,37
Manhattan,Financial District,Entire home_apt,165,332
Manhattan,Nolita,Private room,84,0
Manhattan,Kips Bay,Entire home_apt,150,23
Manhattan,Hell's Kitchen,Private room,244,5
Manhattan,Midtown,Entire home_apt,180,4
Queens,Flushing,Shared room,200,89
Brooklyn,Bedford-Stuyvesant,Private room,60,237
Bronx,Castle Hill,Entire home_apt,62,42
Manhattan,Upper West Side,Private room,245,89
Brooklyn,Windsor Terrace,Entire home_apt,145,69
Manhattan,Chelsea,Entire home_apt,250,312
Manhattan,Flatiron District,Entire home_apt,225,5
Manhattan,Chelsea,Entire home_apt,69,0
Manhattan,Washington Heights,Entire home_apt,96,40
Brooklyn,Bushwick,Private room,37,36
Queens,Woodside,Private room,33,39
Manhattan,Hell's Kitchen,Entire home_apt,120,346
Brooklyn,Sunset Park,Entire home_apt,180,0
Manhattan,Harlem,Private room,52,0
Queens,Long Island City,Private room,108,333
Manhattan,Hell's Kitchen,Private room,140,365
Queens,Rockaway Beach,Entire home_apt,75,125
Queens,Flushing,Private room,48,56
Manhattan,Upper East Side,Shared room,150,142
Queens,Elmhurst,Entire home_apt,60,144
Brooklyn,Crown Heights,Entire home_apt,110,267
Brooklyn,Sheepshead Bay,Entire home_apt,70,13
Brooklyn,Downtown Brooklyn,Private room,100,131
Brooklyn,Crown Heights,Entire home_apt,200,4
Queens,Briarwood,Entire home_apt,93,15
Manhattan,Harlem,Entire home_apt,125,262
Manhattan,Upper East Side,Entire home_apt,140,0
Manhattan,Theater District,Entire home_apt,375,0
Manhattan,Midtown,Entire home_apt,140,311
Brooklyn,Williamsburg,Entire home_apt,200,141
Brooklyn,Bedford-Stuyvesant,Private room,40,0
Brooklyn,Clinton Hill,Private room,44,1
Brooklyn,Williamsburg,Entire home_apt,115,0
Brooklyn,Cypress Hills,Entire home_apt,120,99
Brooklyn,Sunset Park,Entire home_apt,460,113
Brooklyn,Bushwick,Private room,40,0
Manhattan,Harlem,Private room,90,283
Brooklyn,Bushwick,Entire home_apt,150,127
Manhattan,East Village,Entire home_apt,260,141
Manhattan,Upper East Side,Entire home_apt,200,132
Manhattan,West Village,Entire home_apt,350,0
Brooklyn,Bedford-Stuyvesant,Private room,65,365
Brooklyn,Bushwick,Entire home_apt,63,0
Manhattan,West Village,Entire home_apt,129,12
Brooklyn,Brighton Beach,Entire home_apt,75,169
Queens,Astoria,Entire home_apt,100,31
Brooklyn,Bedford-Stuyvesant,Entire home_apt,129,0
Manhattan,East Village,Private room,111,0
Brooklyn,Cypress Hills,Entire home_apt,80,43
Queens,Elmhurst,Private room,80,317
Queens,Flushing,Private room,59,72
Brooklyn,Bushwick,Entire home_apt,159,258
Queens,Flushing,Private room,55,81
Brooklyn,Bushwick,Private room,65,0
Brooklyn,Bedford-Stuyvesant,Private room,65,365
Brooklyn,Bushwick,Private room,85,55
Brooklyn,Downtown Brooklyn,Private room,70,0
Brooklyn,Crown Heights,Private room,40,0
Brooklyn,Cobble Hill,Entire home_apt,300,61
Brooklyn,Bedford-Stuyvesant,Private room,75,318
Brooklyn,Bedford-Stuyvesant,Private room,68,365
Manhattan,Harlem,Private room,60,310
Manhattan,Upper West Side,Private room,90,0
Brooklyn,Flatlands,Entire home_apt,110,327
Queens,Sunnyside,Private room,80,330
Brooklyn,Williamsburg,Private room,190,0
Brooklyn,Gowanus,Private room,66,0
Queens,Long Island City,Private room,60,148
Brooklyn,Crown Heights,Entire home_apt,125,55
Queens,Ditmars Steinway,Entire home_apt,65,7
Brooklyn,Bedford-Stuyvesant,Private room,55,365
Bronx,Concourse,Private room,38,188
Brooklyn,Cypress Hills,Entire home_apt,80,60
Brooklyn,Bedford-Stuyvesant,Private room,200,22
Manhattan,Hell's Kitchen,Entire home_apt,200,0
Manhattan,Washington Heights,Private room,100,365
Brooklyn,Bedford-Stuyvesant,Entire home_apt,89,18
Manhattan,Upper East Side,Private room,82,0
Brooklyn,Williamsburg,Private room,115,322
Brooklyn,Williamsburg,Private room,100,363
Brooklyn,Bedford-Stuyvesant,Private room,45,0
Brooklyn,Windsor Terrace,Entire home_apt,390,15
Brooklyn,Bedford-Stuyvesant,Entire home_apt,100,55
Manhattan,Chelsea,Entire home_apt,300,4
Brooklyn,East New York,Private room,119,180
Manhattan,West Village,Entire home_apt,150,0
Queens,Flushing,Private room,55,88
Manhattan,Upper West Side,Entire home_apt,150,0
Manhattan,Theater District,Private room,149,65
Brooklyn,East Flatbush,Entire home_apt,79,174
Brooklyn,Park Slope,Entire home_apt,150,57
Queens,Rockaway Beach,Private room,49,345
Brooklyn,Bedford-Stuyvesant,Entire home_apt,175,84
Brooklyn,Bushwick,Private room,40,0
Queens,Ridgewood,Entire home_apt,280,104
Manhattan,Harlem,Private room,33,189
Manhattan,Theater District,Private room,100,36
Brooklyn,Bushwick,Private room,31,0
Manhattan,Hell's Kitchen,Shared room,75,225
Brooklyn,Williamsburg,Private room,109,365
Brooklyn,Williamsburg,Private room,109,361
Brooklyn,Williamsburg,Private room,95,365
Brooklyn,Williamsburg,Private room,95,365
Manhattan,East Village,Entire home_apt,300,0
Manhattan,Harlem,Private room,90,104
Staten Island,St. George,Entire home_apt,130,96
Brooklyn,Fort Greene,Entire home_apt,125,33
Brooklyn,Bedford-Stuyvesant,Entire home_apt,125,0
Queens,Ditmars Steinway,Private room,60,0
Brooklyn,Bushwick,Private room,35,0
Bronx,Concourse,Private room,45,205
Brooklyn,Williamsburg,Entire home_apt,250,17
Manhattan,West Village,Entire home_apt,300,168
Brooklyn,Clinton Hill,Entire home_apt,135,0
Brooklyn,Bedford-Stuyvesant,Entire home_apt,108,0
Manhattan,Hell's Kitchen,Private room,45,347
Brooklyn,Crown Heights,Private room,50,0
Manhattan,East Harlem,Private room,50,32
Manhattan,Lower East Side,Private room,80,0
Manhattan,Hell's Kitchen,Private room,45,336
Manhattan,Hell's Kitchen,Private room,150,66
Brooklyn,Prospect Heights,Entire home_apt,115,19
Queens,Astoria,Private room,40,0
Queens,Hollis,Private room,75,65
Queens,Long Island City,Entire home_apt,80,209
Brooklyn,Bedford-Stuyvesant,Entire home_apt,82,13
Manhattan,Upper East Side,Entire home_apt,125,1
Queens,Woodside,Private room,39,32
Queens,Woodside,Private room,40,0
Queens,Flushing,Private room,60,51
Queens,Rosedale,Entire home_apt,100,171
Manhattan,Lower East Side,Entire home_apt,110,1
Brooklyn,Boerum Hill,Entire home_apt,350,0
Manhattan,Harlem,Private room,65,188
Brooklyn,Borough Park,Private room,40,0
Brooklyn,Williamsburg,Private room,74,44
Queens,East Elmhurst,Private room,40,236
Brooklyn,Flatbush,Entire home_apt,70,0
Manhattan,East Harlem,Private room,113,1
Manhattan,Lower East Side,Private room,74,280
Manhattan,Gramercy,Entire home_apt,125,12
Brooklyn,Bedford-Stuyvesant,Private room,75,337
Brooklyn,Sunset Park,Entire home_apt,99,146
Brooklyn,Bedford-Stuyvesant,Private room,79,338
Manhattan,Lower East Side,Entire home_apt,190,79
Manhattan,Upper West Side,Entire home_apt,275,15
Manhattan,Upper West Side,Private room,67,37
Brooklyn,Williamsburg,Private room,82,64
Brooklyn,East Flatbush,Private room,45,30
Manhattan,Upper West Side,Entire home_apt,146,158
Brooklyn,Greenpoint,Shared room,41,365
Brooklyn,Greenpoint,Shared room,38,365
Manhattan,Chelsea,Private room,150,316
Queens,St. Albans,Private room,208,364
Brooklyn,Bushwick,Private room,95,361
Brooklyn,Bushwick,Private room,82,365
Brooklyn,Williamsburg,Private room,67,348
Brooklyn,Williamsburg,Private room,67,359
Manhattan,Midtown,Entire home_apt,250,14
Manhattan,Chelsea,Entire home_apt,250,88
Queens,Briarwood,Private room,70,0
Brooklyn,East New York,Entire home_apt,85,19
Manhattan,East Village,Entire home_apt,150,0
Manhattan,Hell's Kitchen,Entire home_apt,185,342
Manhattan,Harlem,Entire home_apt,104,34
Manhattan,Chinatown,Private room,75,0
Brooklyn,Williamsburg,Private room,60,0
Manhattan,Hell's Kitchen,Entire home_apt,250,20
Manhattan,Murray Hill,Entire home_apt,340,364
Brooklyn,Sunset Park,Private room,50,0
Brooklyn,Williamsburg,Entire home_apt,185,304
Manhattan,Chelsea,Entire home_apt,210,364
Queens,Fresh Meadows,Entire home_apt,285,0
Manhattan,Harlem,Private room,125,79
Manhattan,Hell's Kitchen,Private room,53,316
Brooklyn,Flatbush,Private room,45,0
Manhattan,Upper West Side,Entire home_apt,250,205
Manhattan,Chelsea,Entire home_apt,425,13
Queens,Ridgewood,Private room,50,0
Queens,Jackson Heights,Private room,46,5
Manhattan,Little Italy,Private room,140,83
Manhattan,East Village,Private room,58,10
Brooklyn,Fort Greene,Private room,86,75
Brooklyn,South Slope,Entire home_apt,111,12
Manhattan,Lower East Side,Entire home_apt,207,0
Brooklyn,Williamsburg,Private room,47,88
Bronx,Morrisania,Entire home_apt,140,27
Brooklyn,Williamsburg,Private room,90,38
Queens,Cambria Heights,Private room,40,361
Brooklyn,Sunset Park,Entire home_apt,750,364
Brooklyn,Boerum Hill,Private room,80,0
Queens,Corona,Entire home_apt,100,0
Manhattan,Hell's Kitchen,Private room,180,16
Manhattan,Hell's Kitchen,Shared room,75,225
Brooklyn,Bushwick,Entire home_apt,275,0
Brooklyn,Gowanus,Private room,95,311
Brooklyn,Crown Heights,Private room,46,19
Brooklyn,Gowanus,Private room,96,333
Queens,Middle Village,Private room,44,126
Brooklyn,Sunset Park,Entire home_apt,100,0
Queens,Kew Gardens Hills,Entire home_apt,139,282
Manhattan,Theater District,Entire home_apt,280,218
Queens,Long Island City,Entire home_apt,125,0
Brooklyn,Williamsburg,Private room,80,365
Manhattan,Chelsea,Entire home_apt,245,342
Brooklyn,Williamsburg,Private room,70,362
Brooklyn,Williamsburg,Private room,95,365
Brooklyn,Bedford-Stuyvesant,Entire home_apt,130,17
Brooklyn,Williamsburg,Private room,110,335
Manhattan,Harlem,Private room,54,35
Brooklyn,Bushwick,Entire home_apt,100,0
Brooklyn,Sunset Park,Private room,45,32
Queens,Ridgewood,Entire home_apt,99,16
Brooklyn,Williamsburg,Entire home_apt,145,0
Brooklyn,Bedford-Stuyvesant,Private room,60,221
Queens,Ridgewood,Entire home_apt,275,0
Brooklyn,Clinton Hill,Entire home_apt,119,0
Queens,Jamaica,Private room,70,365
Brooklyn,Gowanus,Entire home_apt,350,0
Brooklyn,Williamsburg,Private room,225,5
Brooklyn,Williamsburg,Private room,95,342
Brooklyn,Williamsburg,Private room,95,335
Brooklyn,Bedford-Stuyvesant,Shared room,30,83
Brooklyn,Bedford-Stuyvesant,Shared room,30,84
Queens,Elmhurst,Entire home_apt,165,122
Manhattan,Harlem,Private room,62,310
Brooklyn,East Flatbush,Entire home_apt,149,145
Bronx,Concourse,Entire home_apt,80,280
Brooklyn,Bushwick,Private room,60,5
Brooklyn,Windsor Terrace,Entire home_apt,120,0
Brooklyn,Bedford-Stuyvesant,Shared room,79,90
Brooklyn,Bedford-Stuyvesant,Private room,80,82
Manhattan,Upper West Side,Private room,72,0
Manhattan,Hell's Kitchen,Shared room,75,225
Manhattan,Hell's Kitchen,Shared room,75,225
Manhattan,Hell's Kitchen,Shared room,75,221
Manhattan,Washington Heights,Entire home_apt,140,176
Brooklyn,Bedford-Stuyvesant,Private room,65,105
Manhattan,Lower East Side,Shared room,35,322
Manhattan,Inwood,Entire home_apt,71,1
Brooklyn,Bedford-Stuyvesant,Private room,50,0
Manhattan,Midtown,Entire home_apt,395,328
Manhattan,Midtown,Entire home_apt,395,328
Brooklyn,Williamsburg,Entire home_apt,200,0
Manhattan,Civic Center,Entire home_apt,199,255
Bronx,Morris Park,Private room,75,29
Manhattan,Harlem,Entire home_apt,150,159
Brooklyn,Bay Ridge,Entire home_apt,145,139
Manhattan,Theater District,Entire home_apt,325,360
Manhattan,East Harlem,Entire home_apt,100,67
Brooklyn,Crown Heights,Private room,55,61
Manhattan,Nolita,Entire home_apt,140,11
Brooklyn,Bedford-Stuyvesant,Private room,65,75
Brooklyn,Williamsburg,Private room,67,24
Brooklyn,Williamsburg,Private room,67,23
Brooklyn,Sunset Park,Private room,65,0
Brooklyn,Williamsburg,Private room,48,358
Manhattan,East Village,Private room,150,27
Manhattan,Upper West Side,Entire home_apt,155,0
Manhattan,Upper West Side,Private room,87,0
Manhattan,Greenwich Village,Entire home_apt,200,21
Brooklyn,East Flatbush,Entire home_apt,250,266
Manhattan,Upper West Side,Private room,79,1
Brooklyn,Williamsburg,Private room,100,0
Brooklyn,Crown Heights,Entire home_apt,135,246
Brooklyn,Brownsville,Entire home_apt,98,223
Brooklyn,Bergen Beach,Entire home_apt,121,88
Manhattan,Upper West Side,Entire home_apt,350,365
Manhattan,East Harlem,Private room,90,0
Manhattan,Washington Heights,Shared room,40,341
Manhattan,SoHo,Entire home_apt,1250,125
Brooklyn,Clinton Hill,Entire home_apt,999,365
Brooklyn,Crown Heights,Private room,100,364
Brooklyn,Bushwick,Private room,65,302
Manhattan,Upper East Side,Entire home_apt,99,95
Manhattan,Upper East Side,Entire home_apt,150,0
Brooklyn,Windsor Terrace,Entire home_apt,250,0
Brooklyn,Bedford-Stuyvesant,Entire home_apt,179,130
Brooklyn,Gowanus,Private room,70,0
Manhattan,Upper East Side,Shared room,115,72
Brooklyn,Bedford-Stuyvesant,Entire home_apt,158,0
Manhattan,Greenwich Village,Private room,200,0
Brooklyn,Prospect-Lefferts Gardens,Private room,49,0
Brooklyn,Williamsburg,Entire home_apt,128,35
Manhattan,Kips Bay,Entire home_apt,750,365
Brooklyn,Prospect-Lefferts Gardens,Entire home_apt,200,11
Queens,Woodside,Private room,35,30
